"service_id","date","exception_type"
"A18E0729","20250822","1"
"A18E0729","20250825","1"
"A18E0729","20250826","1"
"A18E0729","20250827","1"
"A18E0729","20250828","1"
"A18E0729","20250829","1"
"E8879671","20250606","1"
"E8879671","20250620","1"
"C0D0BACE","20250521","1"
"C0D0BACE","20250522","1"
"C0D0BACE","20250523","1"
"C0D0BACE","20250527","1"
"C0D0BACE","20250528","1"
"C0D0BACE","20250529","1"
"C0D0BACE","20250530","1"
"C0D0BACE","20250602","1"
"C0D0BACE","20250603","1"
"C0D0BACE","20250604","1"
"C0D0BACE","20250605","1"
"C0D0BACE","20250606","1"
"C0D0BACE","20250610","1"
"C0D0BACE","20250611","1"
"C0D0BACE","20250612","1"
"C0D0BACE","20250613","1"
"C0D0BACE","20250616","1"
"C0D0BACE","20250617","1"
"C0D0BACE","20250618","1"
"C0D0BACE","20250619","1"
"C0D0BACE","20250620","1"
"C0D0BACE","20250624","1"
"C0D0BACE","20250625","1"
"C0D0BACE","20250626","1"
"C0D0BACE","20250627","1"
"C0D0BACE","20250630","1"
"C0D0BACE","20250701","1"
"C0D0BACE","20250702","1"
"C0D0BACE","20250703","1"
"C0D0BACE","20250707","1"
"C0D0BACE","20250708","1"
"C0D0BACE","20250709","1"
"C0D0BACE","20250710","1"
"C0D0BACE","20250711","1"
"C0D0BACE","20250714","1"
"C0D0BACE","20250715","1"
"C0D0BACE","20250716","1"
"C0D0BACE","20250717","1"
"C0D0BACE","20250718","1"
"C0D0BACE","20250721","1"
"C0D0BACE","20250722","1"
"C0D0BACE","20250723","1"
"C0D0BACE","20250724","1"
"C0D0BACE","20250725","1"
"C0D0BACE","20250728","1"
"C0D0BACE","20250729","1"
"C0D0BACE","20250730","1"
"C0D0BACE","20250731","1"
"C0D0BACE","20250801","1"
"C0D0BACE","20250804","1"
"C0D0BACE","20250805","1"
"C0D0BACE","20250806","1"
"C0D0BACE","20250807","1"
"C0D0BACE","20250808","1"
"C0D0BACE","20250811","1"
"C0D0BACE","20250812","1"
"C0D0BACE","20250813","1"
"C0D0BACE","20250814","1"
"C0D0BACE","20250815","1"
"C0D0BACE","20250818","1"
"C0D0BACE","20250819","1"
"C0D0BACE","20250820","1"
"C0D0BACE","20250821","1"
"C0D0BACE","20250822","1"
"C0D0BACE","20250825","1"
"C0D0BACE","20250826","1"
"C0D0BACE","20250827","1"
"C0D0BACE","20250828","1"
"C0D0BACE","20250829","1"
"58CE1625","20250609","1"
"58CE1625","20250623","1"
"8979D7D3","20250608","1"
"8979D7D3","20250622","1"
